rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,MLT,15.0,0,0,0,0,0,0,0,0,0,33,44,45,45,46,45,45,45,44,44,0
rome_hauls_from_tb_in_ta_o,Check if all the hauls in TB are in TA,SVN,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,CYP,25,0,0,0,0,0,0,0,0,0,0,0,25,25,25,27,27,27,26,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ESP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ESP,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,FRA,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,FRA,8,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,10,84,85,85,85,85,84,85,85,70,70,70,46,0,0,40,70,70,70,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,11,48,107,125,126,123,123,123,123,99,99,95,97,98,100,1,56,99,101,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,16,36,41,41,41,42,42,42,42,66,65,65,108,114,120,120,120,120,120,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,17,0,0,0,0,0,0,0,0,181,181,181,182,180,191,182,183,182,0,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,17.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,18,72,72,112,112,112,112,112,21,0,0,25,90,90,90,90,90,5,19,0,0
rome_hauls_from_tb_in_tc_o,Check if all the hauls in TB are in TC,ITA,19,0,0,74,74,36,0,0,0,23,70,7,0,70,0,37,29,0,35,0,0
